AnnualIncome,CreditScore,LoanAmount,MonthlyDebtPayments,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,RiskScore,LoanApproved
82968,613,41213,608,1443,4247,398231,21838,35.2,1
59756,574,56189,436,1917,7021,25082,3162,55.0,0
184200,606,26944,344,3785,18925,22710,8913,36.0,1
34147,561,28233,291,929,2791,94893,6588,59.0,0
52656,582,12369,362,9540,948,10488,37160,53.0,0
29822,609,20290,502,8987,123,534447,39157,48.0,0
73090,532,10206,556,2334,2608,47421,4639,47.2,1
28500,591,38093,321,1111,4652,41809,5950,60.0,0
19063,526,21023,581,2824,720,159461,51159,50.0,0
19018,563,61468,410,960,1328,7022,33347,64.0,0
72965,595,72007,565,209,1221,23432,15591,51.0,0
125689,634,21937,480,11657,1393,135283,41735,60.0,0
84512,535,35305,706,450,4370,228205,6394,40.8,1
64438,528,69872,628,641,5511,22340,93239,54.0,0
45729,585,24907,1471,1784,6163,40771,65675,57.0,0
19553,559,22294,351,770,903,19511,49921,57.0,0
28539,572,26197,214,2056,633,191452,40381,50.0,0
47130,630,26376,778,3499,514,24128,6835,49.0,0
35985,558,20048,230,3134,4157,33938,80978,55.0,0
30967,516,45849,270,3825,8795,61026,4630,58.0,0
24251,549,19614,370,16295,1035,42199,257118,60.0,0
51792,444,10102,429,882,1142,32400,7823,40.8,1
29548,510,20836,230,1711,1895,203981,8464,48.0,0
127245,586,13962,522,20231,711,58314,20610,38.400000000000006,1
84197,590,11266,628,538,383,113077,17564,38.400000000000006,1
79036,609,21585,442,3140,1542,102330,53893,53.0,0
56699,524,19173,370,6949,2930,68027,17358,53.0,0
15844,558,12215,366,1021,1293,87797,9416,52.0,0
183937,527,12758,352,796,954,126447,83976,41.6,1
42120,547,16251,360,2718,3163,235648,7572,40.0,1
78910,580,8723,241,2095,120,392577,69909,52.0,0
95344,527,28097,378,1494,505,45262,33833,56.0,0
26417,632,32006,305,7969,2468,19390,15294,53.0,0
25531,445,41395,482,714,409,328423,4757,49.0,0
58617,625,55682,625,1648,1142,42687,8259,55.0,0
26712,564,31838,912,3826,6531,14192,42322,59.0,0
40310,544,23512,426,859,385,47499,18706,63.0,0
15000,566,35366,582,19935,346,96623,78278,52.0,0
62164,567,28744,566,3809,318,54972,5271,41.6,1
101205,506,24077,499,4761,1186,145502,13889,35.2,1
41332,565,28642,248,14924,3507,18431,156844,54.0,0
28122,483,10204,510,2452,272,72120,139053,58.0,0
42964,514,14014,561,5928,696,79895,6291,50.0,0
49548,504,34399,425,2019,681,21562,62877,55.0,0
51051,584,11511,235,766,2025,116746,100689,53.0,0
75017,542,20510,1445,4279,1387,106143,6086,50.0,0
26317,501,38059,223,983,145,21478,75429,59.0,0
28620,504,21662,389,5290,2957,419060,29474,48.0,0
83580,541,8798,414,7601,1221,10329,10734,67.0,0
39872,557,42185,269,2017,766,17039,54378,50.0,0
100980,643,36042,370,4140,289,67560,42694,36.8,1
33300,592,37515,387,43404,270,281277,6164,52.0,0
65680,564,60369,486,2261,1730,161242,124058,56.0,0
48832,635,43903,580,2097,7708,46623,6710,51.0,0
274161,595,28413,206,4054,7205,89696,4332,44.0,1
29315,548,36063,351,869,2760,32147,32069,59.0,0
44780,585,35756,684,827,1400,151595,27402,53.0,0
24199,521,4920,337,18203,624,157363,57104,54.0,0
112033,596,34995,308,8724,1988,153981,9619,52.0,0
115637,588,11315,259,1755,2354,753438,47599,40.8,1
43752,595,13313,457,26174,473,82798,152395,59.0,0
84516,574,41178,769,1427,915,29011,17053,55.0,0
63079,611,23063,449,1045,432,41600,21142,48.0,0
86330,636,13066,254,812,242,34926,17411,37.6,1
27549,571,26843,466,1559,2765,33224,19487,61.0,0
65087,583,16824,695,2463,702,122406,16042,44.0,1
171153,548,19780,447,4124,747,72517,24131,40.8,1
125795,540,14743,714,1365,3438,16813,94261,42.400000000000006,1
64715,553,26826,586,6103,822,100551,29674,49.0,0
68021,547,25477,311,3943,4788,14858,15215,50.0,0
227026,570,21516,357,1273,241,7370,17832,48.0,1
73723,610,14338,433,3221,276,40141,29771,48.0,0
28024,540,41317,175,5969,581,30443,14300,57.0,0
178505,624,27743,1228,2681,2148,266242,31409,36.8,1
58472,568,21879,404,9327,1481,102141,37940,42.400000000000006,1
61529,462,27348,176,3831,1456,50814,10871,63.0,0
45667,586,15832,775,1052,3209,57755,19046,54.0,0
29145,595,21836,344,2668,976,52769,35582,57.0,0
51631,522,21057,575,5681,550,97876,90417,52.0,0
90478,609,16052,565,773,2302,42029,8566,44.0,1
68067,613,55965,810,4342,435,118465,3401,43.0,0
82334,571,19842,689,6367,695,223816,18895,44.0,1
41288,596,26599,409,1772,954,128130,26848,48.0,0
18005,634,41900,432,1210,601,135532,19389,65.0,0
50061,614,32043,460,5256,4552,98928,38903,48.0,0
87371,509,27722,907,1128,976,74454,7937,54.0,0
18379,605,16635,556,11150,205,73600,13311,52.0,0
51726,549,28018,346,632,214,58195,26878,64.0,0
47633,610,19856,425,1798,332,287756,9735,44.0,0
25959,596,24977,199,4686,614,46919,11023,55.0,0
72613,618,17923,745,4716,159,37365,2067,52.0,0
107380,600,15479,447,2593,6986,65458,9557,35.2,1
170970,590,17011,948,3617,839,152925,19627,36.8,1
62296,625,16758,267,14410,79,16424,51147,39.2,1
110989,593,9547,428,4006,1488,47284,22265,44.8,1
24270,584,34423,546,771,8221,20338,20514,65.0,0
37808,543,28006,575,2158,3951,8380,86710,53.0,0
73477,576,35572,515,21314,3189,114417,9683,44.0,1
30273,604,15092,467,3454,3053,26231,27613,55.0,0
45303,631,19237,439,7693,4406,161358,26047,53.0,0
93598,540,18760,378,4096,5664,9760,3845,48.8,1
43325,572,30431,270,817,466,14179,62030,59.0,0
30386,586,9985,1237,23633,840,146289,75041,66.0,0
30694,597,24056,258,866,735,118208,105749,51.0,0
40892,589,33052,176,2284,388,34531,510771,52.0,0
78126,604,36331,745,1282,193,174908,6430,50.0,0
39612,610,15354,962,13406,1221,58708,16967,50.0,0
15000,554,19053,813,1995,6028,220369,37384,48.0,0
65391,551,20813,515,1799,1462,49546,32791,49.0,0
58653,451,31899,527,810,1947,33095,10638,53.0,0
17186,493,27782,664,1686,397,40729,38928,57.0,0
28997,583,26559,192,7829,1360,79841,8246,57.0,0
134094,648,28507,145,1324,431,138254,36531,35.2,1
45293,634,22880,364,28744,195,167204,10505,45.0,0
75736,595,22222,339,4280,2587,15147,6905,52.0,0
46480,549,29007,280,21602,2067,39793,12666,67.0,0
97919,534,39904,505,2395,551,43433,25216,67.0,0
33513,575,29342,364,2727,132,18096,7260,55.0,0
41344,517,10944,155,2140,254,113568,18936,46.400000000000006,1
55698,465,10087,394,2990,3821,40536,9417,49.0,0
17540,561,25819,243,4332,329,76943,7278,54.0,0
62851,555,19399,148,1280,957,22910,60139,49.0,0
27864,499,37698,329,5024,4658,9712,24305,55.0,0
83417,569,30023,980,992,1237,154487,6388,49.0,0
68487,659,8489,347,392,3451,9025,1191,62.0,0
44238,595,23345,433,324,2847,164007,200877,59.0,0
113834,566,17034,303,2666,10468,84243,12836,47.2,1
15000,580,26269,974,4295,855,133322,3845,50.0,0
143624,578,20862,414,6039,718,168227,15860,37.6,1
154460,632,35260,314,1181,1320,38769,51126,39.2,1
40241,586,28322,456,1863,4830,25822,17080,54.0,0
87051,563,38590,519,1276,2086,14131,31049,55.0,0
64805,531,40080,103,411,3423,58371,4817,48.0,0
15692,683,13545,443,8262,632,55631,10297,51.0,0
44243,485,53994,308,1052,5710,26611,20989,56.0,0
19199,604,22750,340,2881,2741,75498,48696,58.0,0
15000,579,29452,827,1114,269,130431,6568,58.0,0
42675,612,12555,647,1746,204,84874,26683,48.0,0
44015,640,41211,382,3810,780,38226,22710,47.0,0
88296,512,21632,225,1746,2808,45215,221282,43.2,1
29791,549,32626,431,2964,2121,132410,39855,55.0,0
31740,471,47075,484,9582,617,41697,29286,63.0,0
94036,616,49258,526,10086,820,21733,39070,55.0,0
48350,641,13081,157,12105,885,19183,12869,50.0,0
39711,626,22891,786,1185,1910,156006,27947,48.0,0
60284,497,21401,324,1513,399,68851,12930,47.0,0
80125,642,9578,207,6925,1049,119544,11297,36.8,1
44970,587,40175,368,7059,1482,26183,13320,54.0,0
63764,565,23507,359,2150,3072,20660,20805,55.0,0
22669,604,14958,426,6549,1888,19757,41408,49.0,0
29503,576,18886,527,16163,1695,291811,9046,51.0,0
167579,623,12674,1230,7317,678,43377,171991,37.6,1
15000,577,27612,310,948,399,64227,3026,55.0,0
38978,624,16179,437,1062,1782,39861,73163,51.0,0
19546,501,19910,136,5440,739,24278,83305,51.0,0
43237,548,18672,370,16493,692,17185,42372,68.0,0
114947,661,46798,493,4653,534,5187,15398,49.0,0
98180,564,14484,604,1199,2162,258872,30865,37.6,1
43176,643,18143,185,6246,1841,105567,33647,52.0,0
27380,616,16602,348,6263,2276,26359,7565,48.0,0
21588,508,22746,898,6526,560,122258,38122,55.0,0
49512,467,25407,833,2595,2338,81898,38928,50.0,0
139885,573,17616,894,1595,410,15065,21614,39.2,1
35355,505,21412,298,10637,2001,35054,106290,59.0,0
44765,575,18618,254,3420,1836,9559,34364,62.0,0
51765,556,10629,404,5608,2027,242352,42892,45.0,0
33605,558,26551,410,1682,12045,460604,12432,47.0,0
91706,518,39269,253,5985,700,118930,8433,58.0,0
128392,649,27330,313,7038,1286,189694,9173,39.2,1
109042,608,11483,361,4270,1185,44389,31838,43.2,1
73648,460,35106,660,600,413,107524,4652,50.0,0
42478,552,10463,597,1789,3632,27296,30757,53.0,0
25911,571,10751,544,4872,838,15047,65767,56.0,0
27112,432,32743,821,14969,2120,48699,8253,57.0,0
54015,612,13313,298,13453,143,80818,3399,48.0,0
32033,585,24194,302,3257,162,127782,80487,56.0,0
52574,521,8404,445,2647,978,18865,18144,56.0,0
47517,514,23102,288,1067,3491,137641,30276,48.0,0
15000,580,10046,1281,2588,384,36877,19060,55.0,0
113474,584,14794,216,2338,1939,83363,13592,63.0,0
49531,658,29662,320,2483,1026,40624,10232,58.0,0
95184,567,26760,330,1435,306,195459,10279,46.400000000000006,1
30046,605,13814,134,3072,910,12542,22641,55.0,0
28744,544,12170,530,7807,22896,126313,84869,60.0,0
20725,495,18023,968,2067,401,30961,86942,53.0,0
25324,553,14075,596,1118,26657,168916,24125,54.0,0
21031,564,33692,659,2865,1426,21469,112864,66.0,0
74876,615,26826,385,9915,1473,11388,36316,48.0,0
25003,613,17505,905,1203,570,23530,7224,49.0,0
67123,570,25746,440,2825,668,36682,15561,51.0,0
62946,603,16992,604,5850,937,19775,69475,50.0,0
73372,615,40928,434,1249,1274,72078,71234,50.0,0
19084,455,20050,414,1005,2158,85927,122204,59.0,0
125742,678,11847,359,814,998,72453,36018,41.6,1
28965,562,13218,223,739,582,198242,14731,54.0,0
15000,609,8882,307,1060,586,238276,7517,53.0,0
82837,528,14624,358,10880,1771,38298,16225,40.8,1
35542,614,14225,760,4678,2619,58994,7729,47.0,0
127305,607,12205,159,498,514,13467,218676,40.8,1
41674,545,18773,115,2053,559,24372,53978,70.0,0
48370,598,18301,369,1463,548,81606,27813,49.0,0
51737,499,34832,723,3947,178,51075,4705,54.0,0
28795,544,9774,504,1882,5946,89481,18275,59.0,0
203812,692,26006,267,3876,2342,339541,12791,28.8,1
43385,518,25064,244,1128,1178,203827,48321,51.0,0
51536,468,51461,346,2526,3791,11274,24015,52.0,0
24309,571,19833,146,1570,1964,9788,16743,53.0,0
49015,586,14181,448,6434,128,56994,29616,58.0,0
19472,568,41426,711,4113,692,50657,39652,67.0,0
55285,572,18458,324,4639,1737,11400,12790,59.0,0
35163,508,22210,190,3303,2282,56390,9517,66.0,0
88183,594,26181,433,7167,1114,28093,7417,51.0,0
74368,569,10428,176,2153,482,16734,22376,44.8,1
46023,513,11123,438,2699,705,58283,4818,65.0,0
157892,590,11082,431,5470,1758,16433,34825,43.2,1
55320,650,35561,485,1118,1041,75809,238240,43.0,0
53023,471,34505,595,1328,1186,40126,4123,61.0,0
44932,525,28847,622,908,158,127302,19473,53.0,0
37463,492,21212,308,3281,1143,228267,13651,52.0,0
30683,561,35386,944,4890,336,64226,33893,59.0,0
31372,564,27734,954,1189,202,593233,12432,55.0,0
85830,606,19542,445,2484,2810,26672,31028,46.0,0
51578,620,15303,727,2049,441,122500,3867,47.0,0
86738,580,18835,279,2471,1510,38067,12157,58.0,0
15706,570,29279,556,4199,739,140557,68340,56.0,0
113100,625,23728,286,22328,1888,146546,16531,32.800000000000004,1
171451,586,20759,823,3818,1068,12087,12172,59.0,0
46599,623,9828,407,991,9956,19615,12133,54.0,0
52700,616,20163,344,3509,1481,26859,6336,47.0,0
59304,553,20991,613,958,2530,53037,2241,55.0,0
26725,582,18286,323,3902,1011,259363,28480,56.0,0
48513,497,9261,410,680,1502,58396,118769,60.0,0
55274,505,32500,257,10170,351,570340,25501,39.2,1
15000,580,13923,358,1288,984,58113,4580,66.0,0
55446,590,13197,489,1587,2095,167291,1766,46.0,0
15516,498,13470,543,605,1202,31026,11944,61.0,0
94316,598,22766,543,4392,1380,37697,44473,40.0,1
113131,611,18531,283,9675,1765,93746,741,38.400000000000006,1
117783,507,12573,322,534,2338,47843,15220,43.2,1
45528,638,17096,363,2334,571,45252,6611,47.0,0
55537,663,14809,730,7358,1150,56249,36369,52.0,0
15000,607,35718,322,6560,808,444935,21894,42.0,0
50277,547,25015,399,2385,1096,189786,10830,46.0,0
19419,582,21061,406,2226,412,31724,31378,53.0,0
16454,552,13676,615,2311,584,491840,2366,46.0,0
50892,541,31932,463,3269,1632,23742,34916,59.0,0
30021,640,11193,362,2595,471,43229,24020,50.0,0
22613,429,20767,420,7391,769,47585,80610,51.0,0
58939,605,27757,395,3315,664,26274,42936,54.0,0
81960,634,158686,1269,3698,539,20061,27339,56.0,0
76308,624,17598,264,3533,10526,292583,36582,33.6,1
56727,592,10309,339,1270,3888,81282,46086,43.2,1
73344,549,36647,894,2473,333,225765,47971,45.0,0
50306,570,31777,796,2023,1185,7755,32847,51.0,0
35170,593,28062,352,762,590,84392,19827,55.0,0
37319,606,41229,284,3407,1174,63718,5823,52.0,0
56890,601,39044,242,1537,1012,20565,24179,55.0,0
27977,613,6024,210,12015,1861,13876,36653,50.0,0
51939,601,8956,335,10193,347,43043,16415,49.0,0
37251,502,30021,684,815,444,9371,70207,52.0,0
25606,456,18322,260,351,220,129408,14386,50.0,0
29047,557,27694,321,2016,485,197905,17635,60.0,0
77016,562,21197,457,2439,4913,165600,22601,54.0,0
27639,573,40102,660,9478,547,68628,82102,57.0,0
49095,618,29204,387,2226,1002,38881,56095,50.0,0
30741,516,13478,420,15372,815,235212,46119,49.0,0
194756,483,15258,383,16331,503,49633,59514,38.400000000000006,1
116429,560,28533,498,8144,204,98736,221728,58.0,0
79670,558,15451,964,1861,1056,76387,55005,57.0,0
54232,633,11331,190,6108,580,37936,52044,48.0,0
54696,524,28156,667,682,9425,40449,63119,54.0,0
42007,666,23732,571,1868,1144,76294,17977,46.0,0
59809,563,36871,730,2331,8880,125353,4616,46.0,0
15000,504,13950,713,4972,2416,365895,24822,45.0,0
45958,500,25771,554,15317,3291,78640,76188,51.0,0
64980,581,15346,801,4926,1073,62166,42480,47.2,1
71889,625,19816,1329,2535,572,70986,83064,57.0,0
45106,455,30684,339,740,2487,26402,2945,58.0,0
68799,580,25926,329,6440,220,165325,8318,62.0,0
42069,635,20705,455,2097,1937,26586,239659,52.0,0
64729,541,10316,270,1766,403,9391,15220,60.0,0
51784,571,19531,553,9122,1459,24805,8035,51.0,0
105722,541,19896,240,16320,3565,19885,10125,39.2,1
72549,531,12297,533,1345,493,36160,82106,79.0,0
24268,537,7259,971,3351,807,97564,5729,51.0,0
75848,645,11406,188,1223,134,174708,10155,40.0,1
29905,606,43729,307,1496,1023,150083,17794,49.0,0
113542,640,13850,267,1043,595,28291,16082,37.6,1
33001,603,15780,173,2189,354,85784,7220,53.0,0
48423,566,30357,523,628,407,65613,7997,56.0,0
56601,484,10793,195,3583,1908,83776,13002,50.400000000000006,1
64133,555,30437,397,4167,849,109420,8763,50.0,0
63143,491,23351,1099,9378,346,68582,10682,51.0,0
72691,600,18465,329,5317,2928,21065,19797,64.0,0
48897,576,22685,731,2640,4403,90452,72451,58.0,0
45421,492,68603,142,8969,603,9572,11197,59.0,0
19179,572,21655,449,4999,348,85325,87153,57.0,0
127045,648,29195,189,4518,2533,20310,11659,35.2,1
43332,581,51171,300,4552,431,41008,35347,58.0,0
37298,586,26536,200,672,3352,22614,39576,60.0,0
144902,602,30075,576,1541,206,108255,15208,40.8,1
15000,648,13830,660,2615,437,38306,30536,61.0,0
43453,548,56245,582,10243,649,36077,106506,60.0,0
15000,588,16285,587,672,1369,242574,5497,51.0,0
71226,611,50357,565,427,512,29351,24899,46.0,0
33129,605,13656,348,32179,4334,88684,22035,48.0,0
15000,572,13696,181,2624,3533,159321,8851,53.0,0
94880,580,16964,486,1499,5220,106502,21987,43.2,1
20396,618,16268,331,7792,3633,30520,64808,62.0,0
80283,584,6085,343,2478,2992,27536,20342,45.6,1
29138,597,39608,800,481,961,110872,28363,54.0,0
27005,507,27166,775,1539,1361,127938,7045,53.0,0
15207,594,32985,821,5411,584,70536,9075,52.0,0
72895,558,23192,481,5026,708,57642,9590,40.8,1
47225,669,25971,224,12733,5542,55174,51334,40.8,1
38834,597,10322,483,2529,189,99670,4756,61.0,0
56692,630,15615,367,2779,357,74886,308451,54.0,0
15000,581,43357,520,1249,647,95215,16862,57.0,0
75750,452,11741,899,398,428,36267,24572,43.2,1
40812,593,21270,390,949,800,90018,7694,53.0,0
195121,625,12851,302,969,993,68451,7105,36.8,1
33338,555,38371,322,1152,773,30081,2983,53.0,0
34553,539,19956,213,258,969,12285,80419,62.0,0
23603,570,22466,682,2060,1883,32007,15824,51.0,0
18459,650,17136,350,4339,2367,223885,11862,46.0,0
74615,517,49596,685,722,816,55762,27763,56.0,0
99028,581,17415,713,1937,1161,72681,29238,42.400000000000006,1
30818,583,17983,270,3456,750,10284,7737,52.0,0
68197,624,14951,968,17069,1342,71255,10851,47.0,0
89571,607,27079,865,1628,1380,110836,49687,46.0,0
45732,532,19673,578,2432,303,40789,7960,55.0,0
54036,570,11542,190,7132,379,186900,17484,36.0,1
33437,436,42900,683,984,521,47233,9764,56.0,0
26069,545,16096,263,11491,2480,468970,14950,51.0,0
74431,544,31846,426,4840,226,58063,71842,55.0,0
98665,494,14278,173,4586,594,77305,42234,46.400000000000006,1
32733,583,21862,560,2762,1441,48362,2346,50.0,0
80482,592,31840,272,3068,1001,19317,52918,58.0,0
64098,596,18325,221,688,269,13725,7798,56.0,0
34929,618,10886,276,1483,1514,47087,248579,53.0,0
88713,612,33527,419,2949,838,182225,9542,52.0,0
71118,503,13002,132,1623,368,105416,425546,45.6,1
85629,590,4766,313,1077,1585,112377,7563,41.6,1
183728,649,29727,727,2427,3117,233984,3546,34.4,1
130311,611,15863,341,4164,181,86992,41917,43.2,1
47455,555,30984,658,2400,4629,279860,14300,47.0,0
41928,591,8378,262,10499,1727,21303,17565,47.2,1
19405,602,7543,224,3706,266,418835,4000,35.2,1
127268,570,19685,983,3465,1866,55024,51388,54.0,0
58314,657,24095,518,844,670,19796,5962,59.0,0
37582,600,15695,565,2579,153,54628,50428,50.0,0
28582,574,26296,618,4837,535,55766,13820,55.0,0
23166,617,19527,496,964,2859,142645,26172,57.0,0
117493,530,23552,403,1173,378,141203,67800,39.2,1
83886,559,14442,732,269,2344,43945,21696,39.2,1
23940,608,49492,737,1710,666,63646,13768,52.0,0
23755,646,103005,337,4214,2349,18980,88302,54.0,0
40520,598,39544,641,1173,459,61600,81143,58.0,0
27374,580,10165,469,4627,1487,336607,60272,49.0,0
38652,634,18082,678,5041,600,38351,18129,45.6,1
127098,635,16122,752,6228,631,7418,14207,39.2,1
105600,634,6684,278,2479,868,14135,22512,43.2,1
15265,606,10643,298,1170,385,60340,24728,58.0,0
24137,581,6638,591,6776,927,43691,20894,60.0,0
72074,622,19487,413,3797,785,113825,16096,39.2,1
122511,588,26054,372,4890,574,24797,8140,39.2,1
32430,618,30982,516,13970,3240,91917,32126,53.0,0
54570,613,19713,299,4881,3141,190993,10186,49.0,0
32428,613,36881,684,7958,550,43126,46879,55.0,0
134899,586,39019,184,14641,661,29764,10771,53.6,1
52245,518,10408,290,6228,631,10198,38548,61.0,0
53411,631,15153,228,1538,355,82135,16003,35.2,1
23976,624,19266,276,2077,2235,79253,12581,48.0,0
23899,607,19929,547,484,536,24475,34534,57.0,0
15000,502,21632,299,4300,1696,5996,13868,56.0,0
55298,612,39861,513,3668,2836,140948,14656,57.0,0
57555,561,32552,209,1489,510,148130,16924,49.0,0
84899,646,34936,310,2357,155,5445,25328,36.0,1
35184,532,7654,544,910,2345,95792,3088,43.2,1
124912,640,47202,419,1213,5844,101344,4189,46.0,0
116234,441,23222,400,4531,3922,134031,37475,43.2,1
28950,582,13141,461,3440,1379,83708,12763,63.0,0
120596,616,18759,541,2767,234,32467,20378,40.0,1
38575,581,19538,247,2524,1489,84226,3168,50.0,0
31385,492,9246,145,696,304,24937,92699,52.0,0
94381,602,23896,200,516,798,140430,4093,38.400000000000006,1
26375,604,26134,440,3359,1377,179031,16024,46.0,0
21647,624,26478,322,478,3515,20585,31903,54.0,0
30729,573,9246,673,1703,574,11674,8038,51.0,0
45694,556,17886,468,5350,2476,85243,2692,60.0,0
16805,484,38653,781,1090,572,19023,73322,55.0,0
52961,622,42613,508,1609,6339,164122,175655,50.0,0
29798,621,18538,550,2667,441,90214,50815,53.0,0
21626,588,41310,237,3950,2520,160131,89202,53.0,0
78977,595,19339,600,572,583,15628,153664,56.0,0
38014,496,22825,157,6788,6194,69925,66134,52.0,0
104364,630,27665,430,2596,1243,261633,31049,39.2,1
57319,586,16782,625,1939,3623,83307,7037,49.0,0
39729,550,22615,772,482,255,71515,39812,56.0,0
81914,547,37632,374,671,358,176730,15959,45.0,0
66964,592,36730,352,18222,372,130469,20705,49.0,0
51426,633,29377,245,817,2054,62958,23139,55.0,0
51497,592,26464,222,5081,398,103852,67029,49.0,0
69649,558,22969,256,3011,4044,45756,134827,55.0,0
22203,513,17766,182,1776,654,22480,39755,71.0,0
262144,575,10795,561,1814,491,104590,6540,39.2,1
49736,527,38545,183,615,445,12481,43266,50.0,0
52667,600,35591,376,2154,701,61128,11341,48.0,0
15825,490,18994,519,966,159,38696,3049,51.0,0
56667,539,15356,678,2534,447,38367,8453,53.0,0
52606,592,36055,534,903,657,139737,40901,48.0,0
